TRITON_ICS_FRAMEWORK;TRITON framework recovered during Mandiant ICS incident response;https://www.fireeye.com/blog/threat-research/2017/12/attackers-deploy-new-ics-attack-framework-triton.html;1970-01-01 01:00:00;75;nicholas.carr @itsreallynick;;9d8a900242d6c3aacbad519b78d10a9a
TSCookie_RAT;Detects TSCookie RAT;http://blog.jpcert.or.jp/2018/03/malware-tscooki-7aa0.html;2018-03-06 00:00:00;75;Florian Roth;EXE,FILE,MAL;48c004c851054e842d3c6ca5e2596262
TeleBots_CredRaptor_Password_Stealer;Detects TeleBots malware - CredRaptor Password Stealer;https://goo.gl/4if3HG;2016-12-14 00:00:00;75;Florian Roth;EXE,FILE,MAL;7a9a731281c8b7b94f4ace05862302b6
TeleBots_IntercepterNG;Detects TeleBots malware - IntercepterNG;https://goo.gl/4if3HG;2016-12-14 00:00:00;75;Florian Roth;EXE,FILE;a6ae30b0672398537e60091e180d3621
TeleBots_KillDisk_1;Detects TeleBots malware - KillDisk;https://goo.gl/4if3HG;2016-12-14 00:00:00;75;Florian Roth;EXE,FILE;3c684760edcaed20657a8528fb09c608
TeleBots_KillDisk_2;Detects TeleBots malware - KillDisk;https://goo.gl/4if3HG;2016-12-14 00:00:00;75;Florian Roth;EXE,FILE;619e060c8196d5dd9df2b7f471cc393f
TeleBots_VBS_Backdoor_1;Detects TeleBots malware - VBS Backdoor;https://goo.gl/4if3HG;2016-12-14 00:00:00;75;Florian Roth;FILE,MAL,SCRIPT;bace9bddef25c42c1aeb80d628bbd7e5
TeleBots_VBS_Backdoor_2;Detects TeleBots malware - VBS Backdoor;https://goo.gl/4if3HG;2016-12-14 00:00:00;75;Florian Roth;FILE,MAL,SCRIPT;b259c8d9a0c75a655c4dc4ff5be098bf
TeleBots_Win64_Spy_KeyLogger_G;Detects TeleBots malware - Win64 Spy KeyLogger G;https://goo.gl/4if3HG;2016-12-14 00:00:00;75;Florian Roth;EXE,FILE;5416c337442a31256d14b5c624a4c1a5
TeleDoor_Backdoor;Detects the TeleDoor Backdoor as used in Petya Attack in June 2017;https://goo.gl/CpfJQQ;2017-07-05 00:00:00;75;Florian Roth;EXE,FILE,MAL,RANSOM;5c47701790d58c1a3dc110c11d0f6bc4
TempRacer;Detects privilege escalation tool - file TempRacer.exe;http://www.darknet.org.uk/2016/03/tempracer-windows-privilege-escalation-tool/;2016-03-30 00:00:00;75;Florian Roth;EXE,FILE;444fc985676383a5c230ddbd371478a0
Test_php_php;Semi-Auto-generated  - file Test.php.php.txt;-;1970-01-01 01:00:00;75;Neo23x0 Yara BRG + customization by Stefan -dfate- Molls;WEBSHELL;575d6621bd1ac5ce7b8265751c43e4f3
ThreatGroup3390_C2;Threat Group 3390 APT - C2 Server;http://snip.ly/giNB;2015-08-06 00:00:00;60;Florian Roth;APT,EXE,FILE;71a3c27eb214d148ef959c401fa7f56d
ThreatGroup3390_Strings;Threat Group 3390 APT - Strings;http://snip.ly/giNB;2015-08-06 00:00:00;60;Florian Roth;APT;4cbfc616994285a689e1162ced8b605f
TidePool_Malware;Detects TidePool malware mentioned in Ke3chang report by Palo Alto Networks;http://goo.gl/m2CXWR;2016-05-24 00:00:00;75;Florian Roth;EXE,FILE,MAL;83cde3c24a6049da490ead989c06d2a5
Tiny_Network_Tool_Generic;Tiny tool with suspicious function imports. (Rule based on WinEggDrop Scanner samples);-;2014-08-10 00:00:00;40;Florian Roth;EXE,FILE,GEN,HKTL;ba73058cbb7abaf4b72d6e50d3a22a3f
Tofu_Backdoor;Detects Tofu Trojan;https://www.cylance.com/en_us/blog/the-deception-project-a-new-japanese-centric-threat.html;2017-02-28 00:00:00;75;Cylance;MAL;8b0bc525138b76084451dd500471cd56
Tool_asp;Semi-Auto-generated  - file Tool.asp.txt;-;1970-01-01 01:00:00;75;Neo23x0 Yara BRG + customization by Stefan -dfate- Molls;WEBSHELL;a1e577e5a60f2f83005087ccf5515009
Tools_2014;Chinese Hacktool Set - file 2014.jsp;http://tools.zjqhr.com/;2015-06-13 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;2f71c74b78406e0fbb4e804e3bff1f9c
Tools_2015;Chinese Hacktool Set - file 2015.jsp;http://tools.zjqhr.com/;2015-06-13 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;e752709d4e82ba4a03537285858d1cd4
Tools_cmd;Chinese Hacktool Set - file cmd.jSp;http://tools.zjqhr.com/;2015-06-13 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;27c22317a09e7438817750ace9bcea30
Tools_scan;Chinese Hacktool Set - file scan.exe;http://tools.zjqhr.com/;2015-06-13 00:00:00;75;Florian Roth;CHINA,EXE,FILE,HKTL;eb42635c5d6161746b1fa2899e78738b
Tools_unknown;Chinese Hacktool Set - file unknown.exe;http://tools.zjqhr.com/;2015-06-13 00:00:00;75;Florian Roth;CHINA,EXE,FILE,HKTL;174aafcdc856dc5432209095fcbe84f7
Tools_xport;Chinese Hacktool Set - file xport.exe;http://tools.zjqhr.com/;2015-06-13 00:00:00;75;Florian Roth;CHINA,EXE,FILE,HKTL;02223614d37c280168d594f4dcd07892
TopHat_BAT;Auto-generated rule - file cgen.bat;https://researchcenter.paloaltonetworks.com/2018/01/unit42-the-tophat-campaign-attacks-within-the-middle-east-region-using-popular-third-party-services/#appendix;2018-01-29 00:00:00;75;Florian Roth;;deca5eb94fb296d708cfdae725ad8e34
TopHat_Malware_Jan18_1;Detects malware from TopHat campaign;https://researchcenter.paloaltonetworks.com/2018/01/unit42-the-tophat-campaign-attacks-within-the-middle-east-region-using-popular-third-party-services/#appendix;2018-01-29 00:00:00;75;Florian Roth;EXE,FILE,MAL;8936ebb268801ef85f9639d309d69a5e
TopHat_Malware_Jan18_2;Auto-generated rule - file e.exe;https://researchcenter.paloaltonetworks.com/2018/01/unit42-the-tophat-campaign-attacks-within-the-middle-east-region-using-popular-third-party-services/#appendix;2018-01-29 00:00:00;75;Florian Roth;EXE,FILE,MAL;9073fce95160eb5d15212bd6910a7253
Triton_trilog;Detects Triton APT malware - file trilog.exe;https://goo.gl/vtQoCQ;2017-12-14 00:00:00;75;Florian Roth;APT,EXE,FILE;60051ea34a065dbc2e1e80f00baff4dd
TrojanDownloader;Trojan Downloader - Flash Exploit Feb15;http://goo.gl/wJ8V1I;2015-02-11 00:00:00;60;Florian Roth;MAL;793ccdf9dead6254474d3ceaaec9fa58
Trojan_ISMRAT_gen;ISM RAT;https://www.nccgroup.trust/us/about-us/newsroom-and-events/blog/2017/february/ism-rat/;1970-01-01 01:00:00;75;Ahmed Zaki;FILE,MAL;54c9feebf896f96ef6736b6263793b02
Trojan_Win32_Adupib;Adupib SSL Backdoor;-;1970-01-01 01:00:00;75;Microsoft;MAL;c7a6f308dadc7f9243ded9908f76a42f
Trojan_Win32_Dipsind_B;Dipsind Family;-;1970-01-01 01:00:00;75;Microsoft;MAL;9a5156afd69076e0b12497bddaa7167a
Trojan_Win32_PlaKeylog_B;Keylogger component;-;1970-01-01 01:00:00;75;Microsoft;HKTL,MAL;18ebceaa52fb9401e72e360c4a7433c0
Trojan_Win32_PlaLsaLog;Loader / possible incomplete LSA Password Filter;-;1970-01-01 01:00:00;75;Microsoft;MAL;49c45d971d6dc0931173ef9f6aa5930b
Trojan_Win32_PlaSrv;Hotpatching Injector;-;1970-01-01 01:00:00;75;Microsoft;HKTL,MAL;3ef35de6e8feb171398c9384e9a909aa
Trojan_Win32_Plabit;Installer component;-;1970-01-01 01:00:00;75;Microsoft;MAL;66bd8613311e8bafcf8e2a9d6f62b412
Trojan_Win32_Placisc2;Dipsind variant;-;1970-01-01 01:00:00;75;Microsoft;MAL;10ad5d2c95a0fb4be9006e09a8cea1be
Trojan_Win32_Placisc3;Dipsind variant;-;1970-01-01 01:00:00;75;Microsoft;MAL;b67774ec3d21094f43158eceb6fd551f
Trojan_Win32_Placisc4;Installer for Dipsind variant;-;1970-01-01 01:00:00;75;Microsoft;MAL;49bb909fd8110319a769db4f0ef423a8
Trojan_Win32_Plagicom;Installer component;-;1970-01-01 01:00:00;75;Microsoft;MAL;0556c52a53b0c94d4066ed7fe867885a
Trojan_Win32_Plagon;Dipsind variant;-;1970-01-01 01:00:00;75;Microsoft;MAL;f939f978e0642336688eee82a300e84d
Trojan_Win32_Plainst2;Zc tool;-;1970-01-01 01:00:00;75;Microsoft;MAL;d6df02ca867587d65a409faae650c8c2
Trojan_Win32_Plainst;Installer component;-;1970-01-01 01:00:00;75;Microsoft;MAL;5a1fa0ad786a2adf1ec4b88be93c51d6
Trojan_Win32_Plakelog;Raw-input based keylogger;-;1970-01-01 01:00:00;75;Microsoft;HKTL,MAL;ab422137cac47037e998b17c8adcd752
Trojan_Win32_Plaklog;Hook-based keylogger;-;1970-01-01 01:00:00;75;Microsoft;HKTL,MAL;b95652fe0cd865478dfa98c9e72f2aa0
Trojan_Win32_Plakpeer;Zc tool v2;-;1970-01-01 01:00:00;75;Microsoft;MAL;1b9d54792835de3b0f601cb0f4ded253
Trojan_Win32_Plakpers;Injector / loader component;-;1970-01-01 01:00:00;75;Microsoft;HKTL,MAL;e7f8e092cdea19e881c413728a1f94c0
Trojan_Win32_Plapiio;JPin backdoor;-;1970-01-01 01:00:00;75;Microsoft;MAL;2180c059f25ae9741b82c9a440d004e1
Trojan_Win32_Plaplex;Variant of the JPin backdoor;-;1970-01-01 01:00:00;75;Microsoft;MAL;1dbdc9d4cb59d79821857bf323f6d1c9
Trojan_Win32_Platual;Installer component;-;1970-01-01 01:00:00;75;Microsoft;MAL;8296e42cd04475f02f964156d5756608
TurlaMosquito_Mal_1;Detects malware sample from Turla Mosquito report;https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf;2018-02-22 00:00:00;75;Florian Roth;EXE,FILE,RUSSIA;727f55bfcaece96cce1b1522e761beb9
TurlaMosquito_Mal_2;Detects malware sample from Turla Mosquito report;https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf;2018-02-22 00:00:00;75;Florian Roth;EXE,FILE,RUSSIA;e61b480ad856a1c9faa3fbe05d4c89da
TurlaMosquito_Mal_3;Detects malware sample from Turla Mosquito report;https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf;2018-02-22 00:00:00;75;Florian Roth;EXE,FILE,RUSSIA;1072204aa49b4b53d643bbd0e1cb53ba
TurlaMosquito_Mal_4;Detects malware sample from Turla Mosquito report;https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf;2018-02-22 00:00:00;75;Florian Roth;EXE,FILE,RUSSIA;05eeef2b4696db27aaee7b10fd75943f
TurlaMosquito_Mal_5;Detects malware sample from Turla Mosquito report;https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf;2018-02-22 00:00:00;75;Florian Roth;EXE,FILE,RUSSIA;363f83194e110f17a877fd70ecf582d6
TurlaMosquito_Mal_6;Detects malware sample from Turla Mosquito report;https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf;2018-02-22 00:00:00;75;Florian Roth;EXE,FILE,RUSSIA;2cd1317774544fb2db23fd0a3b21b481
TurlaMosquito_Mal_7;Detects malware sample from Turla Mosquito report;https://www.welivesecurity.com/wp-content/uploads/2018/01/ESET_Turla_Mosquito.pdf;2018-02-22 00:00:00;75;Florian Roth;EXE,FILE,RUSSIA;97c3c889e4e17cb4ef3f37b075d039ee
Turla_APT_Malware_Gen1;Detects Turla malware (based on sample used in the RUAG APT case);https://www.govcert.admin.ch/blog/22/technical-report-about-the-ruag-espionage-case;2016-06-09 00:00:00;75;Florian Roth;APT,EXE,FILE,MAL,RUSSIA;378d747a8b1d50f9e8a633ea9772dc0b
Turla_APT_Malware_Gen2;Detects Turla malware (based on sample used in the RUAG APT case);https://www.govcert.admin.ch/blog/22/technical-report-about-the-ruag-espionage-case;2016-06-09 00:00:00;75;Florian Roth;APT,EXE,FILE,MAL,RUSSIA;8d2782742892856d8c1acd6fea08365d
Turla_APT_Malware_Gen3;Detects Turla malware (based on sample used in the RUAG APT case);https://www.govcert.admin.ch/blog/22/technical-report-about-the-ruag-espionage-case;2016-06-09 00:00:00;75;Florian Roth;APT,EXE,FILE,MAL,RUSSIA;2ca12d50f35b0a3dd61f9ab225d24fcb
Turla_APT_srsvc;Detects Turla malware (based on sample used in the RUAG APT case);https://www.govcert.admin.ch/blog/22/technical-report-about-the-ruag-espionage-case;2016-06-09 00:00:00;75;Florian Roth;APT,EXE,FILE,RUSSIA;9a65217e2c2f000a82a7e970a2423316
Turla_KazuarRAT;Detects Turla Kazuar RAT described by DrunkBinary;https://twitter.com/DrunkBinary/status/982969891975319553;2018-04-08 00:00:00;75;Markus Neis / Florian Roth;EXE,FILE,MAL,RUSSIA;ab3353bc76cde790d9d81e8b32e6adda
Turla_Mal_Script_Jan18_1;Detects Turla malicious script;https://ghostbin.com/paste/jsph7;2018-01-19 00:00:00;75;Florian Roth;RUSSIA;ef37261925ac30cf911b149dbb71c943
Txt_Sql;Chinese Hacktool Set - Webshells - file Sql.txt;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;8fa7274db66e2e87e18d2dca17f4c646
Txt_asp1;Chinese Hacktool Set - Webshells - file asp1.txt;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;c6dc0646aabb1c6f72bd7190df1f4905
Txt_asp;Chinese Hacktool Set - Webshells - file asp.txt;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,FILE,HKTL,WEBSHELL;3087ed42affc59da61074c956b9cbc4a
Txt_aspx1;Chinese Hacktool Set - Webshells - file aspx1.txt;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;976f3a2d1dc4386f6d690f10d576a977
Txt_aspx;Chinese Hacktool Set - Webshells - file aspx.jpg;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;8fd060db4dff085aafd95878ac8048f6
Txt_aspxlcx;Chinese Hacktool Set - Webshells - file aspxlcx.txt;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,FILE,HKTL,WEBSHELL;321475d45d8961f00040cfb59c9f8d5d
Txt_aspxtag;Chinese Hacktool Set - Webshells - file aspxtag.txt;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;be5197be879593e336d9eacc4cd1d39b
Txt_ftp;Chinese Hacktool Set - Webshells - file ftp.txt;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;306be15e84b1753ac2fb84e74398f243
Txt_hello;Chinese Hacktool Set - Webshells - file hello.txt;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;340e1aa11e31fe4cb2af1487501105af
Txt_jsp;Chinese Hacktool Set - Webshells - file jsp.txt;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;dfdab06d5cdf7a403b8ecf41eaf8c735
Txt_jspcmd;Chinese Hacktool Set - Webshells - file jspcmd.txt;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;31e6f775d75c45c836510f95de6582ad
Txt_lcx;Chinese Hacktool Set - Webshells - file lcx.c;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;c170895cff3910d4e3bbd54a4a1ac640
Txt_php;Chinese Hacktool Set - Webshells - file php.txt;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;9c1647795392ad77e6c495cf932d11ae
Txt_php_2;Chinese Hacktool Set - Webshells - file php.html;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;3a32b2ca6a06fd3383f24d4a35eab171
Txt_shell;Chinese Hacktool Set - Webshells - file shell.c;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;fc0edc8bf5396970210522da938968dd
Txt_xiao;Chinese Hacktool Set - Webshells - file xiao.txt;http://tools.zjqhr.com/;2015-06-14 00:00:00;75;Florian Roth;CHINA,HKTL,WEBSHELL;e8441f74856ea3d68a3f2e39e0bd46a1
Typical_Malware_String_Transforms;Detects typical strings in a reversed or otherwise modified form;Internal Research;2016-07-31 00:00:00;60;Florian Roth;EXE,FILE,MAL;495b5bbeee3e6ca4a40fa9b527941cc9
Tzddos_DDoS_Tool_CN;Disclosed hacktool set - file tzddos;-;2014-11-17 00:00:00;60;Florian Roth;HKTL;0951f1d147e0d88ff5e5a130057de058
UACElevator;UACElevator bypassing UAC - file UACElevator.exe;https://github.com/MalwareTech/UACElevator;2015-05-14 00:00:00;75;Florian Roth;EXE,FILE;f7be5a94c923e915ba6adb5346f171a3
UACME_Akagi;Rule to detect UACMe - abusing built-in Windows AutoElevate backdoor;https://github.com/hfiref0x/UACME;2015-05-14 00:00:00;60;Florian Roth;MAL;f38734da4427adc7679421863eb9810f
UACME_Akagi_2;Detects Windows User Account Control Bypass - from files Akagi32.exe, Akagi64.exe;https://github.com/hfiref0x/UACME;2017-02-03 00:00:00;80;Florian Roth;EXE,FILE;26b20569c1f315363b7c07b3664ff069
UBoatRAT;Detects UBoat RAT Samples;https://researchcenter.paloaltonetworks.com/2017/11/unit42-uboatrat-navigates-east-asia/;2017-11-29 00:00:00;75;Florian Roth;EXE,FILE,MAL;a2c11337ee1733789a4f7c455a5093bf
UBoatRAT_Dropper;Detects UBoatRAT Dropper;https://researchcenter.paloaltonetworks.com/2017/11/unit42-uboatrat-navigates-east-asia/;2017-11-29 00:00:00;75;Florian Roth;EXE,FILE,MAL;ca9d065de135e2f1fee9f73c713423f0
URL_File_Local_EXE;Detects an .url file that points to a local executable;https://twitter.com/malwareforme/status/915300883012870144;2017-10-04 00:00:00;60;Florian Roth;;cc10db7c91677347a4eb04993e6b33dc
UnPack_rar_Folder_InjectT;Disclosed hacktool set (old stuff) - file InjectT.exe;-;2014-11-23 00:00:00;60;Florian Roth;HKTL;9e1e1c2bb13ec00569071012dd3e3a7b
UnPack_rar_Folder_TBack;Disclosed hacktool set (old stuff) - file TBack.DLL;-;2014-11-23 00:00:00;60;Florian Roth;HKTL;ebca59b5c623c397f400e822068ae447
Unauthorized_Proxy_Server_RAT;-;https://www.us-cert.gov/HIDDEN-COBRA-North-Korean-Malicious-Cyber-Activity;1970-01-01 01:00:00;75;US-CERT Code Analysis Team;HKTL,MAL;a6199f843025912efe9434015ce1434a
Unidentified_Malware_Two;Unidentified Implant by APT29;https://www.us-cert.gov/ncas/current-activity/2017/02/10/Enhanced-Analysis-GRIZZLY-STEPPE;2017-02-10 00:00:00;85;US CERT;APT,MAL,RUSSIA;d4f1cb1966f4e9fc388e506c978e2154
Unit78020_Malware_1;Detects malware by Chinese APT PLA Unit 78020 - Specific Rule - msictl.exe;http://threatconnect.com/camerashy/?utm_campaign=CameraShy;2015-09-24 00:00:00;75;Florian Roth;APT,CHINA,EXE,FILE,MAL;65d433751af588375650541429136607
Unit78020_Malware_Gen1;Detects malware by Chinese APT PLA Unit 78020 - Generic Rule;http://threatconnect.com/camerashy/?utm_campaign=CameraShy;2015-09-24 00:00:00;75;Florian Roth;APT,CHINA,EXE,FILE,GEN,MAL;83728ac064469e96e2777f4cfec7f8f8
Unit78020_Malware_Gen2;Detects malware by Chinese APT PLA Unit 78020 - Generic Rule;http://threatconnect.com/camerashy/?utm_campaign=CameraShy;2015-09-24 00:00:00;75;Florian Roth;APT,CHINA,EXE,FILE,GEN,MAL;56f9cfa9fcc5650cc824c3cac9d9ee87
Unit78020_Malware_Gen3;Detects malware by Chinese APT PLA Unit 78020 - Generic Rule - Chong;http://threatconnect.com/camerashy/?utm_campaign=CameraShy;2015-09-24 00:00:00;75;Florian Roth;APT,CHINA,EXE,FILE,GEN,MAL;94206241e8087036f47f47591f2d4c67
Universal_Exploit_Strings;Detects a group of strings often used in exploit codes;not set;2017-12-02 00:00:00;50;Florian Roth;SCRIPT;30d5be6afd352ecd58a10c4d232a55ce
Unknown_0f06c5d1b32f4994c3b3abf8bb76d5468f105167;Detects a web shell;https://github.com/bartblaze/PHP-backdoors;2016-09-10 00:00:00;75;Florian Roth;FILE,WEBSHELL;9786d434fceed0b4472ec44c1bdf3c03
Unknown_8af033424f9590a15472a23cc3236e68070b952e;Detects a web shell;https://github.com/bartblaze/PHP-backdoors;2016-09-10 00:00:00;75;Florian Roth;FILE,WEBSHELL;69303ba6ed5d249b9b6ad47d5eadfe7a
Unknown_Malware_Sample_Jul17_2;Detects unknown malware sample with pastebin RAW URL;https://goo.gl/iqH8CK;2017-08-01 00:00:00;75;Florian Roth;EXE,FILE,MAL;6828e5bbbc31415b3953a5d895653ddf
Unpack_Injectt;Webshells Auto-generated - file Injectt.exe;-;1970-01-01 01:00:00;75;Florian Roth;HKTL,WEBSHELL;9e55eca932dfedcf3f76fa20c39dfa54
Unpack_TBack;Webshells Auto-generated - file TBack.dll;-;1970-01-01 01:00:00;75;Florian Roth;WEBSHELL;66c8120ded1dddd71d7079603591c3e2
Unspecified_Malware_Jul17_1A;Detects samples of an unspecified malware - July 2017;Winnti HDRoot VT;2017-07-07 00:00:00;75;Florian Roth;EXE,FILE,MAL;fe9788d0c0d535d06769cd625a8a6548
Unspecified_Malware_Jul17_2C;Unspecified Malware - CN relation;https://goo.gl/CX3KaY;2017-07-18 00:00:00;75;Florian Roth;EXE,FILE,MAL;3cb5ffb17f3800d93b233d594f536514
Unspecified_Malware_Oct16_A;Detects an unspecififed malware - October 2016;Internal Research;2016-10-08 00:00:00;80;Florian Roth;EXE,FILE,MAL;f8e83052a02b677675403c53328332a6
Unspecified_Malware_Oct16_C;Detects an unspecififed malware - October 2016;Internal Research;2016-10-08 00:00:00;80;Florian Roth;EXE,FILE,MAL;2adf625019818624251c6d1dbc8cbe85
Unspecified_Malware_Oct16_D;Detects unspecified malware - October 2016;Internal Research;2016-10-08 00:00:00;75;Florian Roth;EXE,FILE,MAL;087fac9f775e126e18a6c2920657a8e5
Unspecified_Malware_Oct16_E;Detects unspecified Malware - October 2016;Internal Research;2016-10-08 00:00:00;75;Florian Roth;EXE,FILE,MAL;87ad2567a5091dabb40fb1877158b1ae
Unspecified_Malware_Sep1_A1;Detects malware from DrqgonFly APT report;https://www.symantec.com/connect/blogs/dragonfly-western-energy-sector-targeted-sophisticated-attack-group;2017-09-12 00:00:00;75;Florian Roth;APT,EXE,FILE,MAL;810c6910e163417fa85235890dc32b50
Upatre_Hazgurut;Detects Upatre malware - file hazgurut.exe;https://weankor.vxstream-sandbox.com/sample/6b857ef314938d37997c178ea50687a281d8ff9925f0c4e70940754643e2c0e3?environmentId=7;2015-10-13 00:00:00;70;Florian Roth;EXE,FILE;11ebae2755c049c35e5a1e491cc6f2bd
UploadShell_98038f1efa4203432349badabad76d44337319a6;Detects a web shell;https://github.com/bartblaze/PHP-backdoors;2016-09-10 00:00:00;75;Florian Roth;FILE,WEBSHELL;36659474d392b6d55f570eec009ecefa
User_Function_String;Detects user function string from NCSC report;https://www.ncsc.gov.uk/alerts/hostile-state-actors-compromising-uk-organisations-focus-engineering-and-industrial-control;2018-04-06 00:00:00;75;NCSC;;68e4e5d5ef2d24dcbd0d49a2d180d005
Utilman_ANOMALY;Abnormal utilman.exe - typical strings not found in file;-;2014-01-06 00:00:00;70;Florian Roth;ANOMALY,EXTVAR,REQ_PRIVATE,SUSP;4cbe73bb63792729fa42aab6b643bff1
VBS_Obfuscated_Mal_Feb18_1;Detects malicious obfuscated VBS observed in February 2018;https://goo.gl/zPsn83;2018-02-12 00:00:00;75;Florian Roth;OBFUS,SCRIPT;fbf6d1d25ee8ee07562fac5e81687dfa
VBS_WMIExec_Tool_Apr17_1;Tools related to Operation Cloud Hopper;https://github.com/maaaaz/impacket-examples-windows;2017-04-07 00:00:00;75;Florian Roth;SCRIPT;1f5e0ae048d3984556ffaa80a0e15bbb
VBS_dropper_script_Dec17_1;Detects a supicious VBS script that drops an executable;Internal Research;2018-01-01 00:00:00;80;Florian Roth;SCRIPT;519fa7f7c61808fce2bc2aa4e415023e
VBScript_Favicon_File;VBScript cloaked as Favicon file used in Leviathan incident;https://goo.gl/MZ7dRg;2017-10-18 00:00:00;75;Florian Roth;FILE,SCRIPT;548165824a2ddeb6c693174bdfc84139
VSSown_VBS;Detects VSSown.vbs script - used to export shadow copy elements like NTDS to take away and crack elsewhere;-;2015-10-01 00:00:00;75;Florian Roth;HKTL,SCRIPT;ca9257eef68fa327b3865265928cf463
VUBrute_VUBrute;PoS Scammer Toolbox - http://goo.gl/xiIphp - file VUBrute.exe;-;2014-11-22 00:00:00;70;Florian Roth;HKTL;bbf4a422971cef1da4c996283a8af182
VUBrute_config;PoS Scammer Toolbox - http://goo.gl/xiIphp - file config.ini;http://goo.gl/xiIphp;2014-11-22 00:00:00;70;Florian Roth;HKTL;d757bd1fda340d339a43ffb8287e6b82
VUL_JQuery_FileUpload_CVE_2018_9206;Detects JQuery File Upload vulnerability CVE-2018-9206;https://www.zdnet.com/article/zero-day-in-popular-jquery-plugin-actively-exploited-for-at-least-three-years/;2018-10-19 00:00:00;75;Florian Roth;EXPLOIT;28925d8af31a8138b76c7c48e4313ef7
Venom_Rootkit;Venom Linux Rootkit;https://security.web.cern.ch/security/venom.shtml;2017-01-12 00:00:00;75;Florian Roth;LINUX,MAL;cb0709e616a18f2ab1143873246e5ed4
Vermin_Keylogger_Jan18_1;Detects Vermin Keylogger;https://researchcenter.paloaltonetworks.com/2018/01/unit42-vermin-quasar-rat-custom-malware-used-ukraine/;2018-01-29 00:00:00;75;Florian Roth;EXE,FILE,HKTL;4723c8efae6af8af658fd0fcbc417901
VisualDiscovery_Lonovo_Superfish_SSL_Hijack;Lenovo Superfish SSL Interceptor - file VisualDiscovery.exe;https://twitter.com/4nc4p/status/568325493558272000;2015-02-19 00:00:00;75;Florian Roth / improved by kbandla;EXE,FILE;f618145eeaaf2afc9d2b36fcfb24f012
Volgmer_Malware;Detects Volgmer malware as reported in US CERT TA17-318B;https://www.us-cert.gov/ncas/alerts/TA17-318B;2017-11-15 00:00:00;75;Florian Roth;EXE,FILE,MAL;1cf972d589090c8e8f25a6425a7d098b
WAF_Bypass;Chinese Hacktool Set - file WAF-Bypass.exe;http://tools.zjqhr.com/;2015-06-13 00:00:00;75;Florian Roth;CHINA,EXE,FILE,HKTL;fb69bb3f21d24c1e36273a950466bb73
WCE_Modified_1_1014;Modified (packed) version of Windows Credential Editor;-;1970-01-01 01:00:00;70;Florian Roth;HKTL;8025184cbea2802be6c716f2aa911079
WCE_in_memory;Detects Windows Credential Editor (WCE) in memory (and also on disk);Internal Research;2016-08-28 00:00:00;80;Florian Roth;HKTL;634fcb7acfe59de1147b96df09f6cee9
WEB_INF_web;Laudanum Injector Tools - file web.xml;http://laudanum.inguardians.com/;2015-06-22 00:00:00;75;Florian Roth;HKTL,WEBSHELL;7fc1f640aa35aacf5f07e14c341921f1
WINNTI_KingSoft_Moz_Confustion;Detects Barium sample with Copyright confusion;https://www.virustotal.com/en/file/070ee4a40852b26ec0cfd79e32176287a6b9d2b15e377281d8414550a83f6496/analysis/;2018-04-13 00:00:00;75;Markus Neis;EXE,FILE;d99e3cbd6c04f4c0625308a5e27bf2cd
